#Partida,b,c,Descripción,Hasierako aurr.,Behin bet aurr.,Atxekipenak (RC),Erabilgarria,Baimendua ,Erabilia ,Onart. Oblig.
1 0900.625.08.342.12 2025 (2891),,,ELEKTRODOMESTIKOAK,0.0,0.0,0.0,-900.74,900.74,900.74,900.72
1 0900.625.99.342.11 2025 (2690),,,BESTELAKO LANABESAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0900.629.01.342.11 2025 (2691),,,BESTELAKO INBERTSIOAK,144000.0,144000.0,0.0,104671.86,39328.14,39328.14,21768.67
1 0900.629.01.342.12 2025 (2926),,,BESTELAKO INBERTSIOAK,7000.0,7000.0,0.0,7000.0,0.0,0.0,0.0
1 0900.629.01.342.13 2025 (2698),,,BESTELAKO INBERTSIOAK,50000.0,50000.0,0.0,50000.0,0.0,0.0,0.0
1 0900.629.01.342.14 2025 (2705),,,BESTELAKO INBERTSIOAK,10000.0,10000.0,0.0,1968.46,8031.54,8031.54,0.0
1 1000.120.01.433.10 2025 (342),,,OINARRIZKO ORDAINKETAK,89663.11,89663.11,0.0,67202.14,22460.97,22460.97,22460.97
1 1000.120.01.493.00 2025 (370),,,OINARRIZKO ORDAINKETAK,15789.21,15789.21,0.0,9363.39,6425.82,6425.82,6425.82
1 1000.121.99.433.10 2025 (343),,,BESTE OSAGARRI BATZUK,100413.06,100413.06,0.0,65427.56,34985.5,34985.5,34985.5
1 1000.121.99.493.00 2025 (371),,,BESTE OSAGARRI BATZUK,21488.73,21488.73,0.0,9831.52,11657.21,11657.21,11657.21
1 1000.131.01.241.00 2025 (181),,,LABORAL EBENTUALA,59434.78,59434.78,0.0,59434.78,0.0,0.0,0.0
1 1000.131.01.433.10 2025 (2308),,,LABORAL EBENTUALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1000.160.01.241.00 2025 (182),,,GIZARTE SEGURANTZA,24458.55,24458.55,0.0,24458.55,0.0,0.0,0.0
1 1000.160.01.433.10 2025 (344),,,GIZARTE SEGURANTZA,57088.27,57088.27,0.0,40618.21,16470.06,16470.06,16470.06
1 1000.160.01.493.00 2025 (372),,,GIZARTE SEGURANTZA,12285.5,12285.5,0.0,6426.97,5858.53,5858.53,5858.53
1 1000.160.04.433.10 2025 (1537),,,ELKARKIDETZA KUOTAK,5281.98,5281.98,0.0,3615.7,1666.28,1666.28,1666.28
1 1000.160.04.493.00 2025 (373),,,ELKARKIDETZAREN KUOTAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1000.201.01.433.10 2025 (810),,,ERAIKINAK ETA BESTELAKO ,6694.05,6694.05,0.0,2122.05,4572.0,4572.0,4572.0
1 1000.215.02.433.10 2025 (3166),,,INFORMATIKARAKO APLIKAZIOAK,0.0,0.0,0.0,-561.2,561.2,561.2,561.2
1 1000.226.03.241.00 2025 (183),,,"ARGITALPENAK, PUBLIZITATE ETA ",1500.0,1500.0,0.0,1500.0,0.0,0.0,0.0
1 1000.226.03.433.10 2025 (793),,,"ARGITALPENAK, PUBLIZITATEA ETA ",2000.0,2000.0,0.0,1560.77,439.23,439.23,439.23
1 1000.226.80.433.10 2025 (1245),,,BESTE GASTU BATZ.AIZTAIN.IND.,3500.0,3500.0,0.0,3500.0,0.0,0.0,0.0
1 1000.226.99.241.00 2025 (184),,,BESTE HAINBAT GASTU,20000.0,19041.67,0.0,4463.17,14578.5,14578.5,14578.5
1 1000.226.99.433.10 2025 (794),,,BESTE HAINBAT GASTU,120000.0,114000.0,0.0,70502.59,43497.41,43497.41,22906.66
1 1000.226.99.493.00 2025 (799),,,BESTE HAINBAT GASTU,2050.0,2050.0,0.0,2050.0,0.0,0.0,0.0
1 1000.227.01.431.20 2025 (2097),,,IPURUA MERKATUTAKO GARBIKETA,6000.0,6000.0,0.0,166.37,5833.63,5833.63,1944.52
1 1000.227.07.433.10 2025 (795),,,AZTERKETA ETA LAN TEKNIKOAK,15000.0,15000.0,50000.0,-38313.5,3313.5,3313.5,1680.0
1 1000.227.90.241.00 2025 (487),,,KANPOKO LANAK.EMPLEGU SORTZEKO ,12000.0,12958.33,0.0,6000.0,6958.33,6958.33,958.33
1 1000.227.99.241.00 2025 (812),,,KANPOKO BESTELAKO LANAK,80000.0,80000.0,0.0,48000.0,32000.0,32000.0,0.0
1 1000.230.01.241.00 2025 (185),,,PERTSONAL.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1000.230.01.433.10 2025 (350),,,PERTSONAL.,300.0,300.0,0.0,211.43,88.57,88.57,88.57
1 1000.230.01.493.00 2025 (374),,,PERTSONAL.,35.0,35.0,0.0,35.0,0.0,0.0,0.0
1 1000.470.01.241.00 2025 (2082),,,"DEBEGESARI TRANSFERENTZIA, ",38000.0,38000.0,0.0,38000.0,0.0,0.0,0.0
1 1000.470.01.433.10 2025 (351),,,DEBEGESA,295000.0,295000.0,0.0,69.04,294930.96,294930.96,147465.48
1 1000.471.01.433.10 2025 (352),,,TORIBIO ECHEVERRIA.SARI DIRUA ,56000.0,56000.0,0.0,56000.0,0.0,0.0,0.0
1 1000.471.02.241.00 2025 (582),,,BESTE ENPRESA BATZUEI,200000.0,200000.0,0.0,200000.0,0.0,0.0,0.0
1 1000.471.03.433.10 2025 (354),,,BEST.ENPR.BATZUEI.ERRONK.,80000.0,80000.0,0.0,80000.0,0.0,0.0,0.0
1 1000.471.06.241.00 2025 (813),,,UDAL DIRULAGUNTZA BESTE ,275000.0,275000.0,0.0,275000.0,0.0,0.0,0.0
1 1000.480.12.433.10 2025 (355),,,FAMILIEI ESKOLAUMEAK,216000.0,216000.0,0.0,215939.9,60.1,60.1,60.1
1 1000.480.14.433.10 2025 (356),,,FAMILIEI.LAGUNTZAK IKASLEEI,86000.0,86000.0,0.0,85939.9,60.1,60.1,60.1
1 1000.480.20.241.00 2025 (814),,,LANGABETUEN FORMAKUNTZARAKO ,10000.0,10000.0,0.0,10000.0,0.0,0.0,0.0
1 1000.481.01.433.10 2025 (357),,,DIRULAGUNTZA IZENDUA EKINGUNERI,12000.0,12000.0,0.0,12000.0,0.0,0.0,0.0
1 1000.481.03.433.10 2025 (358),,,TRANSFERENTZIA DENDARIEN ,27000.0,27000.0,0.0,27000.0,0.0,0.0,0.0
1 1000.481.05.433.10 2025 (359),,,"TRANSF.""MERKATARITZ.GUNE IREKIA""",100000.0,100000.0,0.0,100000.0,0.0,0.0,0.0
1 1000.481.12.241.00 2025 (2083),,,TRASNF.EIBAR UNIBERTS.LABORALARI ,15000.0,15000.0,0.0,15000.0,0.0,0.0,0.0
1 1000.481.14.433.10 2025 (2929),,,EIBARKO OSTALARITZA ELKARTEARI ,15000.0,15000.0,0.0,15000.0,0.0,0.0,0.0
1 1000.481.17.433.10 2025 (360),,,"TRANSF.""EIBAR MERKAT-GUNE IREKIA"" ",36000.0,42000.0,0.0,0.0,42000.0,42000.0,42000.0
1 1000.481.31.241.00 2025 (1290),,,"TRANSF.""ARMERIA ESKOLAKO IKASLE ",15000.0,15000.0,0.0,15000.0,0.0,0.0,0.0
1 1000.481.32.433.10 2025 (1008),,,GIPUZK.MERKATAR.FEDERAZ. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1000.481.38.433.10 2025 (1299),,,BIC GIPUZKOA DIRU LAGUNTZA ,55000.0,55000.0,0.0,55000.0,0.0,0.0,0.0
1 1000.481.39.241.00 2025 (1291),,,CRUZ IRASUEGUI FUNDAZIOARI ,18000.0,18000.0,0.0,18000.0,0.0,0.0,0.0
1 1000.481.40.433.10 2025 (1764),,,DEBEGESARAKO DIRU-LAGUNTZA,120000.0,120000.0,0.0,120000.0,0.0,0.0,0.0
1 1000.625.01.433.10 2025 (3177),,,ALTZARIAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1100.100.01.912.00 2025 (375),,,OINARRIZK.ORDAINK/BESTEL.,606611.35,606611.35,0.0,395315.26,211296.09,211296.09,211296.09
1 1100.120.01.491.00 2025 (980),,,OINARRIZKO ORDAINKETAK,21136.98,21136.98,0.0,21136.98,0.0,0.0,0.0
1 1100.120.01.912.00 2025 (1539),,,OINARRIZKO ORDAINKETAK,0.0,0.0,0.0,-21696.85,21696.85,21696.85,21696.85
1 1100.120.01.920.11 2025 (384),,,OINARRIZKO ORDAINKETAK,167767.81,167767.81,0.0,90176.38,77591.43,77591.43,77591.43
1 1100.120.01.920.20 2025 (406),,,OINARRIZKO ORDAINKETAK,97345.83,97345.83,0.0,59807.15,37538.68,37538.68,37538.68
1 1100.120.01.920.21 2025 (2931),,,OINARRIZKO ORDAINKETAK,80458.75,80458.75,0.0,48786.56,31672.19,31672.19,31672.19
1 1100.120.01.920.30 2025 (420),,,OINARRIZKO ORDAINKETAK,152098.78,152098.78,0.0,88469.9,63628.88,63628.88,63628.88
1 1100.120.01.923.10 2025 (450),,,OINARRIZKO ORDAINKETAK,16209.0,16209.0,0.0,9729.47,6479.53,6479.53,6479.53
1 1100.120.01.925.00 2025 (455),,,OINARRIZKO ORDAINKETAK,171431.2,171431.2,0.0,110489.69,60941.51,60941.51,60941.51
1 1100.121.99.491.00 2025 (981),,,BESTE OSAGARRI BATZUK,20413.06,20413.06,0.0,20413.06,0.0,0.0,0.0
1 1100.121.99.912.00 2025 (1540),,,BESTE OSAGARRI BATZUK,0.0,0.0,0.0,-50836.81,50836.81,50836.81,50836.81
1 1100.121.99.920.11 2025 (385),,,BESTE OSAGARRI BATZUK,239424.62,239424.62,0.0,101437.72,137986.9,137986.9,137986.9
1 1100.121.99.920.20 2025 (407),,,BESTE OSAGARRI BATZUK,133237.83,133237.83,0.0,65994.32,67243.51,67243.51,67243.51
1 1100.121.99.920.21 2025 (2932),,,BESTE OSAGARRI BATZUK,94916.95,94916.95,0.0,43820.31,51096.64,51096.64,51096.64
1 1100.121.99.920.30 2025 (421),,,BESTE OSAGARRI BATZUK,253316.4,253316.4,0.0,114905.35,138411.05,138411.05,138411.05
1 1100.121.99.923.10 2025 (451),,,BESTE OSAGARRI BATZUK,21933.02,21933.02,0.0,10222.31,11710.71,11710.71,11710.71
1 1100.121.99.925.00 2025 (456),,,BESTE OSAGARRI BATZUK,241466.28,241466.28,0.0,125448.82,116017.46,116017.46,116017.46
1 1100.130.03.920.11 2025 (386),,,ORDAINKETAK PERTSONAL LABORAL ,72333.93,72333.93,0.0,54910.78,17423.15,17423.15,17423.15
1 1100.130.03.920.20 2025 (408),,,ORDAINKETAK PERTSONAL LABORAL ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1100.131.01.920.11 2025 (387),,,LABORAL EBENTUALA,43977.54,43977.54,0.0,11974.43,32003.11,32003.11,32003.11
1 1100.160.01.491.00 2025 (979),,,GIZARTE SEGURANTZA,13312.51,13312.51,0.0,13312.51,0.0,0.0,0.0
1 1100.160.01.912.00 2025 (377),,,GIZARTE SEGURANTZA,194845.51,194845.51,0.0,111519.83,83325.68,83325.68,83325.68
1 1100.160.01.920.11 2025 (388),,,GIZARTE SEGURANTZA,142961.42,142961.42,0.0,73777.38,69184.04,69184.04,69184.04
1 1100.160.01.920.20 2025 (409),,,GIZARTE SEGURANTZA,65893.1,65893.1,0.0,33666.71,32226.39,32226.39,32226.39
1 1100.160.01.920.21 2025 (2933),,,GIZARTE SEGURANTZA,44036.48,44036.48,0.0,23662.61,20373.87,20373.87,20373.87
1 1100.160.01.920.30 2025 (422),,,GIZARTE SEGURANTZA,96956.71,96956.71,0.0,45255.0,51701.71,51701.71,51701.71
1 1100.160.01.923.10 2025 (452),,,GIZARTE SEGURANTZA,9874.07,9874.07,0.0,5057.5,4816.57,4816.57,4816.57
1 1100.160.01.925.00 2025 (457),,,GIZARTE SEGURANTZA,120382.21,120382.21,0.0,67459.33,52922.88,52922.88,52922.88
1 1100.160.04.491.00 2025 (982),,,ELKARKIDETZAREN KUOTAK,1615.37,1615.37,0.0,1615.37,0.0,0.0,0.0
1 1100.160.04.912.00 2025 (1538),,,ELKARKIDETZA KUOTAK,3956.52,3956.52,0.0,2958.74,997.78,997.78,997.78
1 1100.160.04.920.11 2025 (389),,,ELKARKIDETZAREN KUOTAK,13181.3,13181.3,0.0,7746.95,5434.35,5434.35,5434.35
1 1100.160.04.920.20 2025 (410),,,ELKARKIDETZAREN KUOTAK,7497.59,7497.59,0.0,6270.35,1227.24,1227.24,1227.24
1 1100.160.04.920.21 2025 (2938),,,ELKARKIDETZAREN KUOTAK,3593.63,3593.63,0.0,1964.17,1629.46,1629.46,1629.46
1 1100.160.04.920.30 2025 (423),,,ELKARKIDETZAREN KUOTAK,8836.06,8836.06,0.0,5493.56,3342.5,3342.5,3342.5
1 1100.160.04.923.10 2025 (453),,,ELKARKIDETZAREN KUOTAK,1107.81,1107.81,0.0,549.07,558.74,558.74,558.74
1 1100.160.04.925.00 2025 (458),,,ELKARKIDETZAREN KUOTAK,8262.22,8262.22,0.0,4216.65,4045.57,4045.57,4045.57
1 1100.161.03.221.00 2025 (989),,,ERRETIRO AURRERATUEN KALTE-,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1100.162.01.920.20 2025 (412),,,PRESTAKUNTZA,30000.0,30000.0,1127.7,12910.45,15961.85,15961.85,11879.45
1 1100.162.05.920.20 2025 (413),,,ASEGURUAK,85000.0,85000.0,0.0,8189.12,76810.88,76810.88,0.0
1 1100.204.01.920.12 2025 (397),,,ALTZARIEN ETA EKIPOEN ALOKAIRUA,30000.0,30000.0,0.0,10000.0,20000.0,20000.0,6191.34
1 1100.212.01.920.12 2025 (398),,,"MAKINERIA,INSTALAZIOAK ETA ",30000.0,30000.0,0.0,9508.03,20491.97,20491.97,9123.71
1 1100.215.01.920.30 2025 (424),,,INFORMAZ-PROZESUET.EKIPOAK.,22670.0,22670.0,0.0,-2923.41,25593.41,25593.41,7072.54
1 1100.215.02.920.30 2025 (425),,,INFORMATIKA APLIKAZIOEN ,129355.0,129355.0,11306.97,45549.78,72498.25,72498.25,32807.78
1 1100.220.01.920.11 2025 (390),,,MATERIAL ARRUNT EZ-,3000.0,3000.0,0.0,277.5,2722.5,2722.5,2722.5
1 1100.220.01.920.12 2025 (399),,,MATERIAL ARRUNT EZ-,70000.0,70000.0,0.0,29387.25,40612.75,40612.75,16118.48
1 1100.220.02.920.12 2025 (400),,,PRENTS/ALDIZK/LIBURUAK/BEST.,25000.0,25000.0,0.0,23989.11,1010.89,1010.89,862.7
1 1100.220.03.920.30 2025 (426),,,MATERIAL INFORMATIKO EZ-,1500.0,1500.0,0.0,1500.0,0.0,0.0,0.0
1 1100.221.05.920.11 2025 (391),,,ARROPAK.ATEZAINA ETA ,1500.0,1500.0,0.0,1500.0,0.0,0.0,0.0
1 1100.222.02.920.12 2025 (401),,,POSTA BIDEZKOAK,150000.0,150000.0,0.0,21333.33,128666.67,128666.67,46333.21
1 1100.222.99.920.12 2025 (402),,,BESTEL.KOMUNIK.,5000.0,5000.0,0.0,3185.0,1815.0,1815.0,71.38
1 1100.224.99.920.11 2025 (392),,,ERANTZUNKIZUN ZIBILERAKO ,115000.0,115000.0,0.0,27924.14,87075.86,87075.86,11533.08
1 1100.226.02.912.00 2025 (378),,,PROTOKOLO ETA ORDEZKARITZA ,16000.0,16000.0,335.06,13861.8,1803.14,1803.14,1800.14
1 1100.226.02.920.20 2025 (2100),,,PROTOKOLO ETA LAN TEKNIKOAK,1000.0,1000.0,0.0,1000.0,0.0,0.0,0.0
1 1100.226.03.491.00 2025 (998),,,"ARGITALPENAK, PUBLIZITATEA ETA ",5000.0,5000.0,0.0,5000.0,0.0,0.0,0.0
1 1100.226.03.912.00 2025 (379),,,ARGITALPENAK/PUBLIZITATEA ETA ,12800.0,12800.0,0.0,-3686.8,16486.8,16486.8,10436.8
1 1100.226.03.920.12 2025 (403),,,ARGITALPENAK/PUBLIZITATEA ETA ,12000.0,12000.0,533.61,10306.93,1159.46,1159.46,1159.46
1 1100.226.04.920.11 2025 (393),,,JURIDIKOAK,123531.32,123531.32,7233.38,80943.76,35354.18,35354.18,13912.98
1 1100.226.99.336.10 2025 (309),,,BESTE HAINBAT GASTU,26000.0,26000.0,0.0,13744.8,12255.2,12255.2,4605.2
1 1100.226.99.920.11 2025 (394),,,KALTE-ORDAIN.HIRUGARREN. ,70000.0,70000.0,0.0,63062.22,6937.78,6937.78,6937.78
1 1100.227.04.920.11 2025 (1766),,,KONTRATU SOZIOKULTURALAK,3000.0,3000.0,0.0,3000.0,0.0,0.0,0.0
1 1100.227.07.920.11 2025 (3172),,,AZTERLAN ETA LAN TEKNIKOAK,0.0,0.0,0.0,-14157.0,14157.0,14157.0,5662.8
1 1100.227.07.920.20 2025 (414),,,AZTERKETA ETA LAN TEKNIKOAK,10000.0,10000.0,0.0,9752.66,247.34,247.34,0.0
1 1100.227.20.920.30 2025 (427),,,HITZARMENA IZFE-KIN,156621.0,156621.0,0.0,72642.74,83978.26,83978.26,83627.7
1 1100.227.90.920.11 2025 (1767),,,KANPOKO LANAK,40000.0,40000.0,0.0,21124.0,18876.0,18876.0,3902.25
1 1100.227.92.920.20 2025 (415),,,LAN OSASUNERAKO PREBENTZIO ,30000.0,30000.0,0.0,3670.97,26329.03,26329.03,10927.45
1 1100.227.99.491.00 2025 (999),,,KANPOKO BESTELAKO LANAK,31986.25,31986.25,0.0,15257.25,16729.0,16729.0,7073.1
1 1100.227.99.912.00 2025 (669),,,KANPOKO BESTELAKO LANAK,32520.0,32520.0,0.0,32520.0,0.0,0.0,0.0
1 1100.227.99.920.11 2025 (395),,,KANPOKO BESTELAKO LANAK,9500.0,9500.0,0.0,3806.95,5693.05,5693.05,0.0
1 1100.227.99.920.20 2025 (416),,,KANPOKO BESTELAKO LANAK,0.0,0.0,0.0,-6316.2,6316.2,6316.2,2631.75
1 1100.227.99.920.30 2025 (429),,,KANPOK.BESTELAK.LANAK.ASISTENTZ.,50967.0,50967.0,0.0,12624.42,38342.58,38342.58,10406.0
1 1100.230.01.491.00 2025 (984),,,"PERTSONALAREN DIETAK, GARRAIO ",150.0,150.0,0.0,150.0,0.0,0.0,0.0
1 1100.230.01.912.00 2025 (3180),,,"PERTSONALAREN DIETAK,GARRAIOA ",0.0,0.0,0.0,-341.65,341.65,341.65,341.65
1 1100.230.01.920.11 2025 (396),,,PERTSONAL.,500.0,500.0,0.0,500.0,0.0,0.0,0.0
1 1100.230.01.920.20 2025 (417),,,PERTSONAL.,500.0,500.0,0.0,16.0,484.0,484.0,19.42
1 1100.230.01.920.21 2025 (2934),,,"PERSONALAREN DIETAK, GARRAIOA ",600.0,600.0,0.0,499.35,100.65,100.65,100.65
1 1100.230.01.920.30 2025 (430),,,PERTSONAL.,600.0,600.0,0.0,600.0,0.0,0.0,0.0
1 1100.230.01.923.10 2025 (454),,,PERSTSONAL.,35.0,35.0,0.0,35.0,0.0,0.0,0.0
1 1100.230.01.925.00 2025 (459),,,PERTSONAL.,300.0,300.0,0.0,260.33,39.67,39.67,39.67
1 1100.231.01.912.00 2025 (381),,,GOI-KARGUEN ,350.0,350.0,0.0,-1638.76,1988.76,1988.76,1988.76
1 1100.231.02.912.00 2025 (382),,,DIETAK GOI-KARGUEI BATZORD.,154748.0,154748.0,0.0,93148.0,61600.0,61600.0,61600.0
1 1100.409.01.922.00 2025 (448),,,BESTELAKO ERAKUNDE PUBLIKOEI.,2500.0,2500.0,0.0,966.73,1533.27,1533.27,1533.27
1 1100.419.01.922.00 2025 (449),,,BESTELAKO ERAKUNDE PUBLIKOEI.,5000.0,5000.0,0.0,492.41,4507.59,4507.59,4507.59
1 1100.480.01.336.10 2025 (1759),,,FAMILEI.MERCEDES KAREAGA BEKA,15000.0,15000.0,15000.0,0.0,0.0,0.0,0.0
1 1100.481.01.336.10 2025 (2311),,,IRABAZIZKO XEDERIK GABEKO ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1100.481.01.912.00 2025 (383),,,IRABAZIZKO XEDERIK GABEKO ,151800.0,151800.0,0.0,75900.0,75900.0,75900.0,75900.0
1 1100.500.01.929.00 2025 (802),,,KREDITU GLOBALA ETA BESTEL. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1100.625.01.920.12 2025 (404),,,ALTZARIAK,12000.0,12000.0,0.0,10305.39,1694.61,1694.61,1694.61
1 1100.625.02.920.12 2025 (405),,,BULEGO EKIPOAK,1000.0,1000.0,0.0,1000.0,0.0,0.0,0.0
1 1100.626.01.920.30 2025 (431),,,INFORMAZIO-PROZESUETARAKO ,76800.0,76800.0,0.0,44519.66,32280.34,32280.34,26111.8
1 1100.644.01.920.30 2025 (801),,,INFORMATIKA APLIKAZIOAK,66535.0,66535.0,0.0,65768.17,766.83,766.83,0.0
1 1100.823.01.920.20 2025 (418),,,PERTSONALAREN AURRERAKINAK,20000.0,20000.0,0.0,15492.4,4507.6,4507.6,4507.6
1 1100.833.01.920.20 2025 (419),,,PERTSONALAREN AURRERAKINAK,15000.0,15000.0,0.0,3280.27,11719.73,11719.73,11719.73
1 1200.120.01.931.10 2025 (461),,,OINARRIZKO ORDAINKETAK,138084.57,138084.57,0.0,109703.61,28380.96,28380.96,28380.96
1 1200.120.01.931.20 2025 (469),,,OINARRIZKO ORDAINKETAK,68889.44,68889.44,0.0,42008.9,26880.54,26880.54,26880.54
1 1200.120.01.932.00 2025 (474),,,OINARRIZKO ORDAINKETAK,134855.22,134855.22,0.0,72356.42,62498.8,62498.8,62498.8
1 1200.120.01.934.00 2025 (480),,,OINARRIZKO ORDAINKETAK,66107.57,66107.57,0.0,53857.98,12249.59,12249.59,12249.59
1 1200.121.99.931.10 2025 (462),,,BESTE OSAGARRI BATZUK,209505.38,209505.38,0.0,148595.54,60909.84,60909.84,60909.84
1 1200.121.99.931.20 2025 (470),,,BESTE OSAGARRI BATZUK,100871.22,100871.22,0.0,44307.05,56564.17,56564.17,56564.17
1 1200.121.99.932.00 2025 (475),,,BESTE OSAGARRI BATZUK,175102.23,175102.23,0.0,51467.39,123634.84,123634.84,123634.84
1 1200.121.99.934.00 2025 (481),,,BESTE OSAGARRI BATZUK,97200.48,97200.48,0.0,74551.71,22648.77,22648.77,22648.77
1 1200.131.01.931.10 2025 (2889),,,BEHIN-BEHINEKO LAN-KONTRATUKO,0.0,0.0,0.0,-21371.24,21371.24,21371.24,21371.24
1 1200.160.01.931.10 2025 (463),,,GIZARTE SEGURANTZA,85381.9,85381.9,0.0,61882.64,23499.26,23499.26,23499.26
1 1200.160.01.931.20 2025 (471),,,GIZARTE SEGURANTZA,43897.17,43897.17,0.0,22249.08,21648.09,21648.09,21648.09
1 1200.160.01.932.00 2025 (476),,,GIZARTE SEGURANTZA,79589.89,79589.89,0.0,36561.55,43028.34,43028.34,43028.34
1 1200.160.01.934.00 2025 (482),,,GIZARTE SEGURANTZA,42870.8,42870.8,0.0,33893.27,8977.53,8977.53,8977.53
1 1200.160.04.931.10 2025 (464),,,ELKARKIDETZAREN KUOTAK,8823.05,8823.05,0.0,6582.35,2240.7,2240.7,2240.7
1 1200.160.04.931.20 2025 (472),,,ELKARKIDETZAREN KUOTAK,3303.72,3303.72,0.0,1747.2,1556.52,1556.52,1556.52
1 1200.160.04.932.00 2025 (477),,,ELKARKIDETZAREN KUOTAK,8506.43,8506.43,0.0,3409.31,5097.12,5097.12,5097.12
1 1200.160.04.934.00 2025 (483),,,ELKARKIDETZAREN KUOTAK,4312.55,4312.55,0.0,3276.31,1036.24,1036.24,1036.24
1 1200.227.07.931.10 2025 (465),,,AZTERK/LAN TEKNIK.AUDITORETZA,60000.0,60000.0,0.0,43876.75,16123.25,16123.25,0.0
1 1200.227.99.931.20 2025 (1835),,,KANPOKO BESTELAKO LANAK,20000.0,20000.0,0.0,18746.44,1253.56,1253.56,1253.56
1 1200.230.01.931.10 2025 (466),,,PERTSONAL ,400.0,400.0,0.0,400.0,0.0,0.0,0.0
1 1200.230.01.931.20 2025 (473),,,PERTSONAL.,400.0,400.0,0.0,400.0,0.0,0.0,0.0
1 1200.230.01.932.00 2025 (479),,,PERTSONAL.,600.0,600.0,0.0,461.13,138.87,138.87,138.87
1 1200.230.01.934.00 2025 (484),,,PERTSONAL.,120.0,120.0,0.0,120.0,0.0,0.0,0.0
1 1200.332.01.011.00 2025 (1),,,INTERESAK,50000.0,50000.0,0.0,14953.58,35046.42,35046.42,35046.42
1 1200.369.01.934.00 2025 (485),,,BESTELAKO FINANTZA GASTUAK,20000.0,20000.0,0.0,19297.01,702.99,702.99,702.99
1 1200.369.99.934.00 2025 (486),,,KONTRAKO DIFERENTZIAK KUTXAN,100.0,100.0,0.0,100.0,0.0,0.0,0.0
1 1200.860.01.931.10 2025 (467),,,EPE LABURRERA IPINITAKO ,100.0,100.0,0.0,100.0,0.0,0.0,0.0
1 1200.860.02.931.10 2025 (468),,,EPE LUZERA IPINITAKO FIDANTZAK,100.0,100.0,0.0,100.0,0.0,0.0,0.0
1 1200.933.01.011.00 2025 (2),,,TOKIK.SEKT.PUBL.KANPO,397961.54,397961.54,0.0,301086.54,96875.0,96875.0,96875.0
1 1200.933.02.011.00 2025 (3183),,,TOKIKO SEKTORE PUBLIKOTIK KANPO,0.0,3678125.0,0.0,3678125.0,0.0,0.0,0.0
