#Partida,b,c,Descripción,Hasierako aurr.,Behin bet aurr.,Atxekipenak (RC),Baimendua ,Erabilgarria,Erabilia ,Onart. Oblig.
1 1000.470.01.241.00 2024 (2082),,,"DEBEGESARI TRANSFERENTZIA, ",38000.0,38000.0,0.0,38000.0,0.0,38000.0,15200.0
1 1000.470.01.433.10 2024 (351),,,DEBEGESA,286088.0,286088.0,0.0,286088.0,0.0,286088.0,286088.0
1 1000.471.01.433.10 2024 (352),,,TORIBIO ECHEVERRIA.SARI DIRUA ,56000.0,56000.0,0.0,56000.0,0.0,56000.0,42000.0
1 1000.471.02.241.00 2024 (582),,,BESTE ENPRESA BATZUEI,195000.0,195000.0,0.0,188021.36,6978.64,188021.36,140912.76
1 1000.471.03.433.10 2024 (354),,,BEST.ENPR.BATZUEI.ERRONK.,100000.0,100000.0,0.0,85323.09,14676.91,85323.09,10523.09
1 1000.471.06.241.00 2024 (813),,,UDAL DIRULAGUNTZA BESTE ,269900.0,290900.0,0.0,283734.86,7165.14,283734.86,283734.86
1 1000.480.12.433.10 2024 (355),,,FAMILIEI ESKOLAUMEAK,190000.0,190000.0,0.0,183184.21,6815.79,183184.21,183184.21
1 1000.480.14.433.10 2024 (356),,,FAMILIEI.LAGUNTZAK IKASLEEI,81000.0,81000.0,0.0,82373.58,-1373.58,82373.58,82373.58
1 1000.480.20.241.00 2024 (814),,,LANGABETUEN FORMAKUNTZARAKO ,15000.0,15000.0,0.0,4111.47,10888.53,4111.47,1741.47
1 1000.481.01.433.10 2024 (357),,,DIRULAGUNTZA IZENDUA EKINGUNERI,15000.0,15000.0,0.0,13000.0,2000.0,13000.0,9750.0
1 1000.481.03.433.10 2024 (358),,,TRANSFERENTZIA DENDARIEN ,27000.0,27000.0,0.0,55000.0,-28000.0,55000.0,41250.0
1 1000.481.05.433.10 2024 (359),,,"TRANSF.""MERKATARITZ.GUNE IREKIA""",153900.0,153900.0,0.0,123900.0,30000.0,123900.0,111675.0
1 1000.481.12.241.00 2024 (2083),,,TRASNF.EIBAR UNIBERTS.LABORALARI ,15000.0,15000.0,0.0,0.0,15000.0,0.0,0.0
1 1000.481.17.433.10 2024 (360),,,"TRANSF.""EIBAR MERKAT-GUNE IREKIA"" ",82000.0,82000.0,0.0,82000.0,0.0,82000.0,82000.0
1 1000.481.31.241.00 2024 (1290),,,"TRANSF.""ARMERIA ESKOLAKO IKASLE ",60000.0,60000.0,0.0,60000.0,0.0,60000.0,45000.0
1 1000.481.32.433.10 2024 (1008),,,GIPUZK.MERKATAR.FEDERAZ. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1000.481.38.433.10 2024 (1299),,,BIC GIPUZKOA DIRU LAGUNTZA ,63600.0,63600.0,0.0,55000.0,8600.0,55000.0,22000.0
1 1000.481.39.241.00 2024 (1291),,,CRUZ IRASUEGUI FUNDAZIOARI ,25000.0,25000.0,0.0,0.0,25000.0,0.0,0.0
1 1000.481.40.433.10 2024 (1764),,,DEBEGESARAKO DIRU-LAGUNTZA,132158.71,132158.71,0.0,120000.0,12158.71,120000.0,48000.0
1 1100.100.01.912.00 2024 (375),,,OINARRIZK.ORDAINK/BESTEL.,569881.93,569881.93,0.0,446371.84,123510.09,446371.84,446371.84
1 1100.120.01.491.00 2024 (980),,,OINARRIZKO ORDAINKETAK,20931.77,20931.77,0.0,17853.28,3078.49,17853.28,17853.28
1 1100.120.01.912.00 2024 (1539),,,OINARRIZKO ORDAINKETAK,0.0,0.0,0.0,30523.1,-30523.1,30523.1,30523.1
1 1100.120.01.920.11 2024 (384),,,OINARRIZKO ORDAINKETAK,210147.1,210147.1,0.0,165162.29,44984.81,165162.29,165162.29
1 1100.120.01.920.20 2024 (406),,,OINARRIZKO ORDAINKETAK,140257.84,140257.84,0.0,126492.19,13765.65,126492.19,126492.19
1 1100.120.01.920.30 2024 (420),,,OINARRIZKO ORDAINKETAK,109820.17,109820.17,0.0,97026.56,12793.61,97026.56,97026.56
1 1100.120.01.923.10 2024 (450),,,OINARRIZKO ORDAINKETAK,15410.26,15410.26,0.0,13023.83,2386.43,13023.83,13023.83
1 1100.120.01.925.00 2024 (455),,,OINARRIZKO ORDAINKETAK,156429.95,156429.95,0.0,116799.44,39630.51,116799.44,116799.44
1 1100.121.99.491.00 2024 (981),,,BESTE OSAGARRI BATZUK,19717.5,19717.5,0.0,22608.48,-2890.98,22608.48,22608.48
1 1100.121.99.912.00 2024 (1540),,,BESTE OSAGARRI BATZUK,0.0,0.0,0.0,63315.95,-63315.95,63315.95,63315.95
1 1100.121.99.920.11 2024 (385),,,BESTE OSAGARRI BATZUK,285691.17,285691.17,0.0,308059.82,-22368.65,308059.82,308059.82
1 1100.121.99.920.20 2024 (407),,,BESTE OSAGARRI BATZUK,180383.24,180383.24,0.0,217317.42,-36934.18,217317.42,217317.42
1 1100.121.99.920.30 2024 (421),,,BESTE OSAGARRI BATZUK,204999.68,204999.68,0.0,222030.85,-17031.17,222030.85,222030.85
1 1100.121.99.923.10 2024 (451),,,BESTE OSAGARRI BATZUK,21148.16,21148.16,0.0,23529.19,-2381.03,23529.19,23529.19
1 1100.121.99.925.00 2024 (456),,,BESTE OSAGARRI BATZUK,248836.41,248836.41,0.0,248374.84,461.57,248374.84,248374.84
1 1100.130.03.920.11 2024 (386),,,ORDAINKETAK PERTSONAL LABORAL ,67029.09,67029.09,0.0,34968.6,32060.49,34968.6,34968.6
1 1100.130.03.920.20 2024 (408),,,ORDAINKETAK PERTSONAL LABORAL ,51935.41,51935.41,0.0,36535.94,15399.47,36535.94,36535.94
1 1100.131.01.920.11 2024 (387),,,LABORAL EBENTUALA,62360.22,62360.22,0.0,63542.64,-1182.42,63542.64,63542.64
1 1100.160.01.491.00 2024 (979),,,GIZARTE SEGURANTZA,13330.93,13330.93,0.0,13003.79,327.14,13003.79,13003.79
1 1100.160.01.912.00 2024 (377),,,GIZARTE SEGURANTZA,173306.18,173306.18,0.0,171972.81,1333.37,171972.81,171972.81
1 1100.160.01.920.11 2024 (388),,,GIZARTE SEGURANTZA,167055.01,167055.01,0.0,144179.55,22875.46,144179.55,144179.55
1 1100.160.01.920.20 2024 (409),,,GIZARTE SEGURANTZA,105310.64,105310.64,0.0,100403.48,4907.16,100403.48,100403.48
1 1100.160.01.920.30 2024 (422),,,GIZARTE SEGURANTZA,71255.93,71255.93,0.0,73365.96,-2110.03,73365.96,73365.96
1 1100.160.01.923.10 2024 (452),,,GIZARTE SEGURANTZA,9690.83,9690.83,0.0,9621.89,68.94,9621.89,9621.89
1 1100.160.01.925.00 2024 (457),,,GIZARTE SEGURANTZA,120558.37,120558.37,0.0,106768.85,13789.52,106768.85,106768.85
1 1100.160.04.491.00 2024 (982),,,ELKARKIDETZAREN KUOTAK,1591.29,1591.29,0.0,1357.32,233.97,1357.32,1357.32
1 1100.160.04.912.00 2024 (1538),,,ELKARKIDETZA KUOTAK,5770.93,5770.93,0.0,4432.64,1338.29,4432.64,4432.64
1 1100.160.04.920.11 2024 (389),,,ELKARKIDETZAREN KUOTAK,15881.04,15881.04,0.0,13603.16,2277.88,13603.16,13603.16
1 1100.160.04.920.20 2024 (410),,,ELKARKIDETZAREN KUOTAK,8333.49,8333.49,0.0,5781.53,2551.96,5781.53,5781.53
1 1100.160.04.920.30 2024 (423),,,ELKARKIDETZAREN KUOTAK,6527.75,6527.75,0.0,6496.7,31.05,6496.7,6496.7
1 1100.160.04.923.10 2024 (453),,,ELKARKIDETZAREN KUOTAK,1091.24,1091.24,0.0,1085.98,5.26,1085.98,1085.98
1 1100.160.04.925.00 2024 (458),,,ELKARKIDETZAREN KUOTAK,6547.45,6547.45,0.0,6748.59,-201.14,6748.59,6748.59
1 1100.161.03.221.00 2024 (989),,,ERRETIRO AURRERATUEN KALTE-,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1100.162.01.920.20 2024 (412),,,PRESTAKUNTZA,50000.0,40000.0,0.0,18939.94,21060.06,18939.94,18535.99
1 1100.162.05.920.20 2024 (413),,,ASEGURUAK,85000.0,85000.0,0.0,81411.84,3588.16,81411.84,81411.84
1 1100.204.01.920.12 2024 (397),,,ALTZARIEN ETA EKIPOEN ALOKAIRUA,30000.0,30000.0,0.0,12364.86,17635.14,12364.86,12364.86
1 1100.212.01.920.12 2024 (398),,,"MAKINERIA,INSTALAZIOAK ETA ",30000.0,30000.0,0.0,17000.0,13000.0,17000.0,15789.43
1 1100.215.01.920.30 2024 (424),,,INFORMAZ-PROZESUET.EKIPOAK.,20300.0,20300.0,0.0,21402.8,-1102.8,21402.8,21402.8
1 1100.215.02.920.30 2024 (425),,,INFORMATIKA APLIKAZIOEN ,112900.0,112900.0,0.0,95948.59,16951.41,95948.59,93906.71
1 1100.220.01.920.11 2024 (390),,,MATERIAL ARRUNT EZ-,3000.0,3000.0,0.0,2867.5,132.5,2867.5,2867.5
1 1100.220.01.920.12 2024 (399),,,MATERIAL ARRUNT EZ-,70000.0,70000.0,0.0,38873.49,31126.51,38873.49,28097.73
1 1100.220.02.920.12 2024 (400),,,PRENTS/ALDIZK/LIBURUAK/BEST.,25000.0,25000.0,0.0,44810.19,-19810.19,44810.19,44810.19
1 1100.220.03.920.30 2024 (426),,,MATERIAL INFORMATIKO EZ-,1500.0,1500.0,0.0,805.59,694.41,805.59,805.59
1 1100.221.05.920.11 2024 (391),,,ARROPAK.ATEZAINA ETA ,1500.0,1500.0,0.0,870.0,630.0,870.0,870.0
1 1100.222.02.920.12 2024 (401),,,POSTA BIDEZKOAK,150000.0,150000.0,0.0,109665.4,40334.6,109665.4,109665.4
1 1100.222.99.920.12 2024 (402),,,BESTEL.KOMUNIK.,5000.0,5000.0,0.0,1815.0,3185.0,1815.0,700.06
1 1100.224.99.920.11 2024 (392),,,ERANTZUNKIZUN ZIBILERAKO ,75000.0,75000.0,0.0,73540.75,1459.25,73540.75,73540.75
1 1100.226.02.912.00 2024 (378),,,PROTOKOLO ETA ORDEZKARITZA ,21000.0,21000.0,0.0,13841.76,7158.24,13841.76,9316.76
1 1100.226.02.920.20 2024 (2100),,,PROTOKOLO ETA LAN TEKNIKOAK,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0
1 1100.226.03.491.00 2024 (998),,,"ARGITALPENAK, PUBLIZITATEA ETA ",5000.0,5000.0,0.0,546.47,4453.53,546.47,546.47
1 1100.226.03.912.00 2024 (379),,,ARGITALPENAK/PUBLIZITATEA ETA ,15000.0,15000.0,0.0,18552.76,-3552.76,18552.76,16011.76
1 1100.226.03.920.12 2024 (403),,,ARGITALPENAK/PUBLIZITATEA ETA ,12000.0,12000.0,0.0,12534.24,-534.24,12534.24,8942.96
1 1100.226.04.920.11 2024 (393),,,JURIDIKOAK,120000.0,120000.0,0.0,37783.96,82216.04,37783.96,20784.67
1 1100.226.99.336.10 2024 (309),,,BESTE HAINBAT GASTU,26780.0,34670.19,0.0,30782.01,3888.18,30782.01,30540.01
1 1100.226.99.920.11 2024 (394),,,KALTE-ORDAIN.HIRUGARREN. ,60000.0,60000.0,0.0,76759.93,-16759.93,76759.93,76759.93
1 1100.227.04.920.11 2024 (1766),,,KONTRATU SOZIOKULTURALAK,3000.0,3000.0,0.0,0.0,3000.0,0.0,0.0
1 1100.227.07.920.20 2024 (414),,,AZTERKETA ETA LAN TEKNIKOAK,10000.0,10000.0,0.0,664.2,9335.8,664.2,281.84
1 1100.227.20.920.30 2024 (427),,,HITZARMENA IZFE-KIN,150120.0,150120.0,0.0,151912.38,-1792.38,151912.38,151912.38
1 1100.227.90.920.11 2024 (1767),,,KANPOKO LANAK,31612.5,31612.5,0.0,15972.0,15640.5,15972.0,10890.0
1 1100.227.92.920.20 2024 (415),,,LAN OSASUNERAKO PREBENTZIO ,30117.76,30117.76,0.0,32247.21,-2129.45,32247.21,31683.62
1 1100.227.99.491.00 2024 (999),,,KANPOKO BESTELAKO LANAK,56986.25,56986.25,0.0,36680.97,20305.28,36680.97,36680.97
1 1100.227.99.912.00 2024 (669),,,KANPOKO BESTELAKO LANAK,32520.0,59563.5,0.0,52486.87,7076.63,52486.87,34518.37
1 1100.227.99.920.11 2024 (395),,,KANPOKO BESTELAKO LANAK,9500.0,9500.0,0.0,22533.65,-13033.65,22533.65,11595.25
1 1100.227.99.920.20 2024 (416),,,KANPOKO BESTELAKO LANAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 1100.227.99.920.30 2024 (429),,,KANPOK.BESTELAK.LANAK.ASISTENTZ.,51320.0,51320.0,0.0,54059.13,-2739.13,54059.13,45286.63
1 1100.230.01.491.00 2024 (984),,,"PERTSONALAREN DIETAK, GARRAIO ",100.0,100.0,0.0,0.0,100.0,0.0,0.0
1 1100.230.01.920.11 2024 (396),,,PERTSONAL.,100.0,100.0,0.0,170.53,-70.53,170.53,170.53
1 1100.230.01.920.20 2024 (417),,,PERTSONAL.,100.0,10100.0,0.0,176.46,9923.54,176.46,176.46
1 1100.230.01.920.30 2024 (430),,,PERTSONAL.,100.0,100.0,0.0,40.0,60.0,40.0,40.0
1 1100.230.01.923.10 2024 (454),,,PERSTSONAL.,100.0,100.0,0.0,0.0,100.0,0.0,0.0
1 1100.230.01.925.00 2024 (459),,,PERTSONAL.,100.0,100.0,0.0,0.0,100.0,0.0,0.0
1 1100.231.01.912.00 2024 (381),,,GOI-KARGUEN ,2500.0,2500.0,0.0,1490.79,1009.21,1490.79,1490.79
1 1100.231.02.912.00 2024 (382),,,DIETAK GOI-KARGUEI BATZORD.,154748.0,154748.0,0.0,115050.0,39698.0,115050.0,115050.0
1 1100.409.01.922.00 2024 (448),,,BESTELAKO ERAKUNDE PUBLIKOEI.,2500.0,2500.0,0.0,1535.98,964.02,1535.98,1535.98
1 1100.419.01.922.00 2024 (449),,,BESTELAKO ERAKUNDE PUBLIKOEI.,5000.0,5000.0,0.0,4507.59,492.41,4507.59,4507.59
1 1100.480.01.336.10 2024 (1759),,,FAMILEI.MERCEDES KAREAGA BEKA,14400.0,14400.0,0.0,0.0,14400.0,0.0,0.0
1 1100.481.01.336.10 2024 (2311),,,IRABAZIZKO XEDERIK GABEKO ,7890.19,0.0,0.0,0.0,0.0,0.0,0.0
1 1100.481.01.912.00 2024 (383),,,IRABAZIZKO XEDERIK GABEKO ,151800.0,151800.0,0.0,151800.0,0.0,151800.0,151800.0
1 1100.500.01.929.00 2024 (802),,,KREDITU GLOBALA ETA BESTEL. ,250000.0,222956.5,0.0,0.0,222956.5,0.0,0.0
1 1100.625.01.920.12 2024 (404),,,ALTZARIAK,12000.0,12000.0,0.0,0.0,12000.0,0.0,0.0
1 1100.625.02.920.12 2024 (405),,,BULEGO EKIPOAK,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0
1 1100.626.01.920.30 2024 (431),,,INFORMAZIO-PROZESUETARAKO ,89550.0,89550.0,0.0,54305.5,35244.5,54305.5,1783.15
1 1100.644.01.920.30 2024 (801),,,INFORMATIKA APLIKAZIOAK,68150.0,68150.0,0.0,71847.53,-3697.53,71847.53,32640.38
1 1100.823.01.920.20 2024 (418),,,PERTSONALAREN AURRERAKINAK,25000.0,25000.0,0.0,13072.03,11927.97,13072.03,13072.03
1 1100.833.01.920.20 2024 (419),,,PERTSONALAREN AURRERAKINAK,15000.0,15000.0,0.0,13973.52,1026.48,13973.52,13973.52
1 1200.120.01.931.10 2024 (461),,,OINARRIZKO ORDAINKETAK,101791.95,101791.95,0.0,41208.28,60583.67,41208.28,41208.28
1 1200.120.01.931.20 2024 (469),,,OINARRIZKO ORDAINKETAK,84352.3,84352.3,0.0,76780.53,7571.77,76780.53,76780.53
1 1200.120.01.932.00 2024 (474),,,OINARRIZKO ORDAINKETAK,135258.93,135258.93,0.0,124269.06,10989.87,124269.06,124269.06
1 1200.120.01.934.00 2024 (480),,,OINARRIZKO ORDAINKETAK,64262.38,64262.38,0.0,14958.51,49303.87,14958.51,14958.51
1 1200.121.99.931.10 2024 (462),,,BESTE OSAGARRI BATZUK,169849.77,169849.77,0.0,107439.88,62409.89,107439.88,107439.88
1 1200.121.99.931.20 2024 (470),,,BESTE OSAGARRI BATZUK,124486.65,124486.65,0.0,153183.33,-28696.68,153183.33,153183.33
1 1200.121.99.932.00 2024 (475),,,BESTE OSAGARRI BATZUK,174508.37,174508.37,0.0,233967.49,-59459.12,233967.49,233967.49
1 1200.121.99.934.00 2024 (481),,,BESTE OSAGARRI BATZUK,93646.05,93646.05,0.0,26854.5,66791.55,26854.5,26854.5
1 1200.131.01.931.10 2024 (2889),,,BEHIN-BEHINEKO LAN-KONTRATUKO,0.0,0.0,0.0,2690.48,-2690.48,2690.48,2690.48
1 1200.160.01.931.10 2024 (463),,,GIZARTE SEGURANTZA,71489.65,71489.65,0.0,31629.37,39860.28,31629.37,31629.37
1 1200.160.01.931.20 2024 (471),,,GIZARTE SEGURANTZA,45478.44,45478.44,0.0,63907.56,-18429.12,63907.56,63907.56
1 1200.160.01.932.00 2024 (476),,,GIZARTE SEGURANTZA,68331.22,68331.22,0.0,78875.52,-10544.3,78875.52,78875.52
1 1200.160.01.934.00 2024 (482),,,GIZARTE SEGURANTZA,33764.76,33764.76,0.0,10276.07,23488.69,10276.07,10276.07
1 1200.160.04.931.10 2024 (464),,,ELKARKIDETZAREN KUOTAK,3254.16,3254.16,0.0,2598.68,655.48,2598.68,2598.68
1 1200.160.04.931.20 2024 (472),,,ELKARKIDETZAREN KUOTAK,4345.41,4345.41,0.0,3994.9,350.51,3994.9,3994.9
1 1200.160.04.932.00 2024 (477),,,ELKARKIDETZAREN KUOTAK,8593.44,8593.44,0.0,8784.86,-191.42,8784.86,8784.86
1 1200.160.04.934.00 2024 (483),,,ELKARKIDETZAREN KUOTAK,2065.55,2065.55,0.0,1085.98,979.57,1085.98,1085.98
1 1200.227.07.931.10 2024 (465),,,AZTERK/LAN TEKNIK.AUDITORETZA,75000.0,75000.0,0.0,25052.34,49947.66,25052.34,15686.94
1 1200.227.99.931.20 2024 (1835),,,KANPOKO BESTELAKO LANAK,20000.0,20000.0,0.0,1655.28,18344.72,1655.28,1655.28
1 1200.230.01.931.10 2024 (466),,,PERTSONAL ,100.0,100.0,0.0,0.0,100.0,0.0,0.0
1 1200.230.01.931.20 2024 (473),,,PERTSONAL.,100.0,100.0,0.0,94.78,5.22,94.78,94.78
1 1200.230.01.932.00 2024 (479),,,PERTSONAL.,100.0,100.0,0.0,133.76,-33.76,133.76,133.76
1 1200.230.01.934.00 2024 (484),,,PERTSONAL.,100.0,100.0,0.0,0.0,100.0,0.0,0.0
1 1200.332.01.011.00 2024 (1),,,INTERESAK,50000.0,50000.0,0.0,37757.69,12242.31,37757.69,37757.69
1 1200.369.01.934.00 2024 (485),,,BESTELAKO FINANTZA GASTUAK,50000.0,50000.0,0.0,2220.94,47779.06,2220.94,2220.94
1 1200.369.99.934.00 2024 (486),,,KONTRAKO DIFERENTZIAK KUTXAN,100.0,100.0,0.0,0.0,100.0,0.0,0.0
1 1200.860.01.931.10 2024 (467),,,EPE LABURRERA IPINITAKO ,100.0,100.0,0.0,0.0,100.0,0.0,0.0
1 1200.860.02.931.10 2024 (468),,,EPE LUZERA IPINITAKO FIDANTZAK,100.0,100.0,0.0,0.0,100.0,0.0,0.0
1 1200.933.01.011.00 2024 (2),,,TOKIK.SEKT.PUBL.KANPO,397961.54,397961.54,0.0,193750.0,204211.54,193750.0,193750.0
