#Partida,,,Has.ko aurrek.,B. betiko aurrek.,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa
1 0400.212.01.171.00 2024,,MAKINERIA/INSTALAZ/TRESNERIA,8500.0,8500.0,8470.0,30.0,8470.0,0.0,0.0,0.0
1 0400.212.01.231.50 2024,,"MAKINARIA,INSTALAZIOAK ETA TRESNERIA",7183.77,7183.77,7369.83,-186.06,7369.83,219.98,0.0,0.0
1 0400.212.01.231.50 2023,,"MAKINARIA,INSTALAZIOAK ETA TRESNERIA",0.0,0.0,6547.31,-6547.31,6547.31,0.0,475.53,475.53
1 0400.212.01.323.00 2024,,"MAKINERIA, INSTALAZIOAK ETA TRESNERIA",65113.51,65113.51,33727.03,31386.48,33727.03,890.98,115.99,115.99
1 0400.212.01.323.00 2023,,"MAKINERIA, INSTALAZIOAK ETA TRESNERIA",0.0,0.0,661.79,-661.79,661.79,0.0,221.77,198.44
1 0400.212.01.333.10 2024,,"MAKINERIA, INSTALAZIOAK ETA TRESNERIA",13240.52,13240.52,9995.68,3244.84,9995.68,168.64,0.0,0.0
1 0400.212.01.333.10 2023,,"MAKINERIA, INSTALAZIOAK ETA TRESNERIA",0.0,0.0,1251.43,-1251.43,1251.43,0.0,465.06,465.06
1 0400.212.01.333.20 2024,,"MAKINERIA, INSTALAZIOAK ETA TRESNERIA",18766.34,18766.34,12106.17,6660.17,12106.17,10.96,10.96,10.96
1 0400.212.01.333.20 2023,,"MAKINERIA, INSTALAZIOAK ETA TRESNERIA",0.0,0.0,1704.58,-1704.58,1704.58,0.0,1389.04,1241.27
1 0400.212.01.334.50 2024,,"MAKINERIA, INSTALAZAIOAK ETA TRESNERIA",50000.0,50000.0,36739.06,13260.94,36739.06,658.62,0.0,0.0
1 0400.212.01.334.50 2023,,"MAKINERIA, INSTALAZAIOAK ETA TRESNERIA",0.0,0.0,2673.03,-2673.03,2673.03,0.0,1872.06,1755.38
1 0400.212.01.920.40 2024,,"MAKINERIA,INSTALAZIOAK ETA TRESNERIA",62026.82,62026.82,38230.89,23795.93,38230.89,2516.25,1784.5,1667.83
1 0400.212.01.920.40 2023,,"MAKINERIA,INSTALAZIOAK ETA TRESNERIA",0.0,0.0,6831.29,-6831.29,6831.29,0.0,4412.76,4412.76
1 0400.213.01.153.40 2024,,GARRAIO-MATERIALA. MANTENIMENDUA,25000.0,25000.0,27349.76,-2349.76,27349.76,3291.22,3012.04,1100.03
1 0400.215.02.920.40 2024,,INFORMAZIO-PROZEZUETARAKO APLIKAZIOA,15000.0,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0
1 0400.221.01.134.00 2024,,ENERGIA ELEKTRIKOA,130000.0,130000.0,130000.0,0.0,130000.0,9130.52,19227.22,9130.52
1 0400.221.01.165.00 2024,,ENERGIA ELEKTRIKOA,421634.0,421634.0,421634.0,0.0,421634.0,35867.84,70875.06,35867.84
1 0400.221.01.231.50 2024,,ENERGIA ELEKTRIKOA,10000.0,10000.0,10000.0,0.0,10000.0,0.0,0.0,0.0
1 0400.221.01.323.00 2024,,ENERGIA ELEKTRIKOA,182218.0,182218.0,188463.8,-6245.8,188463.8,6809.99,17993.14,4791.2
1 0400.221.01.323.00 2023,,ENERGIA ELEKTRIKOA,0.0,0.0,49491.61,-49491.61,49491.61,10054.7,13783.33,13783.33
1 0400.221.01.333.10 2024,,ENERGIA ELEKTRIKOA,31212.0,31212.0,31212.0,0.0,31212.0,0.0,1732.33,0.0
1 0400.221.01.333.10 2023,,ENERGIA ELEKTRIKOA,0.0,0.0,9032.84,-9032.84,9032.84,1873.49,1873.49,1873.49
1 0400.221.01.333.20 2024,,ENERGIA ELEKTRIKOA,64000.0,64000.0,64000.0,0.0,64000.0,6525.25,14254.26,6525.25
1 0400.221.01.334.50 2024,,ENERGIA ELEKTRIKOA.,58500.0,58500.0,58500.0,0.0,58500.0,5417.39,10860.62,5417.39
1 0400.221.01.920.40 2024,,ENERGIA ELEKTRIKOA,150000.0,150000.0,150000.0,0.0,150000.0,10443.03,24874.9,10387.09
1 0400.221.02.920.40 2024,,URA,78000.0,78000.0,2922.97,75077.03,2922.97,2922.97,2922.97,2922.97
1 0400.221.04.153.40 2024,,ERREGAI ETA KARBURANTEAK,28000.0,28000.0,20565.64,7434.36,20565.64,1402.33,1414.43,1402.33
1 0400.221.04.153.40 2023,,ERREGAI ETA KARBURANTEAK,0.0,0.0,7479.38,-7479.38,7479.38,0.0,643.94,643.94
1 0400.221.04.163.00 2024,,ERREGAI ETA KARBURANTEAK,3000.0,3000.0,436.79,2563.21,436.79,0.0,0.0,0.0
1 0400.221.04.231.50 2024,,ERREGAI ETA KARBURANTEAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0400.221.04.323.00 2024,,ERREGAI ETA KARBURANTEAK,205000.0,205000.0,163630.0,41370.0,163630.0,21418.97,21418.97,21418.97
1 0400.221.04.333.10 2024,,ERREGAI ETA KARBURANTEAK,27181.0,27181.0,27181.0,0.0,27181.0,3906.38,2999.43,2999.43
1 0400.221.04.333.20 2024,,ERREGAI ETA KARBURANTEAK,43000.0,43000.0,43000.0,0.0,43000.0,7701.77,7701.77,7701.77
1 0400.221.04.334.50 2024,,ERREGAI ETA KARBURANTEAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0400.221.04.920.40 2024,,ERREGAI ETA KARBURANTEAK,54500.0,54500.0,43489.5,11010.5,43489.5,6297.51,4571.84,4571.84
1 0400.221.05.153.40 2024,,ARROPAK,27000.0,27000.0,5819.27,21180.73,5819.27,0.0,0.0,0.0
1 0400.221.05.164.00 2024,,ARROPAK,1500.0,1500.0,1929.47,-429.47,1929.47,0.0,0.0,0.0
1 0400.221.05.171.00 2024,,ARROPAK,4500.0,4500.0,847.0,3653.0,847.0,0.0,0.0,0.0
1 0400.221.05.323.00 2024,,ARROPAK,2000.0,2000.0,1721.71,278.29,1721.71,0.0,0.0,0.0
1 0400.221.05.334.50 2024,,ARROPAK,1000.0,1000.0,21.76,978.24,21.76,0.0,0.0,0.0
1 0400.221.05.920.40 2024,,ARROPAK,1500.0,1500.0,87.02,1412.98,87.02,0.0,0.0,0.0
1 0400.221.09.337.10 2024,,GARBIKETA ETA TXUKUNNETA PRODUKTOAK,1000.0,1000.0,800.0,200.0,800.0,177.57,177.57,177.57
1 0400.221.09.342.14 2024,,GARBIKETA ETA TXUKUNKETA PRODUKTOAK,12000.0,12000.0,0.0,12000.0,0.0,0.0,0.0,0.0
1 0400.221.09.920.40 2024,,GARBIKETA/TXUKUNKETA PRODUKTUAK,8500.0,8500.0,5221.78,3278.22,5221.78,585.1,585.1,585.1
1 0400.221.96.153.30 2024,,HERRIKO MANTENIMENDU NAGUSIA,184200.0,184200.0,81624.29,102575.71,81624.29,33590.19,1833.78,1833.78
1 0400.221.96.153.30 2023,,HERRIKO MANTENIMENDU NAGUSIA,0.0,0.0,6398.78,-6398.78,6398.78,0.0,544.4,544.4
1 0400.221.96.442.00 2024,,MANTENIMENDUA.MARKESINAK,2500.0,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0
1 0400.221.99.133.20 2024,,BESTELAK.HORNID.(SEMAFOR/SEINALEAK),18150.0,18150.0,4830.55,13319.45,4830.55,0.0,0.0,0.0
1 0400.221.99.133.20 2023,,BESTELAK.HORNID.(SEMAFOR/SEINALEAK),0.0,0.0,7537.86,-7537.86,7537.86,0.0,5566.0,0.0
1 0400.221.99.171.00 2024,,BESTELAKO HORNIDURAK,76000.0,76000.0,79112.0,-3112.0,79112.0,1816.21,1816.21,0.0
1 0400.221.99.171.00 2023,,BESTELAKO HORNIDURAK,0.0,0.0,9793.74,-9793.74,9793.74,0.0,8956.42,8956.42
1 0400.221.99.323.00 2024,,BESTELAKO HORNIDURAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0400.222.01.231.50 2024,,TELEFONO BIDEZKOA,2000.0,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0
1 0400.222.01.334.50 2024,,TELEFONIKA,2000.0,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0
1 0400.222.01.920.40 2024,,TELEFONO BIDEZKOAK,60000.0,60000.0,58500.0,1500.0,58500.0,5499.61,4194.31,4194.31
1 0400.224.01.920.40 2024,,ERAIKIN ETA LOKALENAK.ASEGURUAK,75000.0,75000.0,59850.0,15150.0,59850.0,0.0,0.0,0.0
1 0400.224.02.153.40 2024,,IBILGAILUENAK. ASEGURUAK,7000.0,7000.0,10000.0,-3000.0,10000.0,0.0,0.0,0.0
1 0400.225.02.425.00 2024,,LURRALDE HISTORIKOKO ZERGAK,3000.0,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0
1 0400.226.99.153.40 2024,,BESTE HAINBAT GASTU,18000.0,18000.0,10882.48,7117.52,10882.48,5437.48,5707.66,5566.84
1 0400.226.99.165.00 2024,,HAINB.GASTU.KONTROL.ERAKUND.IKUSKAP.,5000.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0
1 0400.226.99.171.00 2024,,EZPOND.BELAR-SASTR.GARBITZ.,92029.5,92029.5,71218.19,20811.31,71218.19,0.0,0.0,0.0
1 0400.226.99.171.00 2023,,EZPOND.BELAR-SASTR.GARBITZ.,0.0,0.0,1427.8,-1427.8,1427.8,0.0,1427.8,1427.8
1 0400.227.01.134.00 2024,,GARBIKETA,249934.51,249934.51,239762.76,10171.75,239762.76,0.0,0.0,0.0
1 0400.227.01.153.30 2024,,GARBIKETA,42480.96,42480.96,38325.66,4155.3,38325.66,0.0,0.0,0.0
1 0400.227.01.163.00 2024,,GARBIKETA,205545.0,205545.0,6190.52,199354.48,6190.52,2551.08,2319.17,2319.17
1 0400.227.01.164.00 2024,,GARBIKETA,3000.0,3000.0,1210.0,1790.0,1210.0,0.0,0.0,0.0
1 0400.227.01.231.50 2024,,GARBIKETA,4000.0,4000.0,1622.97,2377.03,1622.97,0.0,0.0,0.0
1 0400.227.01.323.00 2024,,GARBIKETA,649998.16,649998.16,649998.25,-0.09,649998.25,0.0,0.0,0.0
1 0400.227.01.333.20 2024,,GARBIKETA,251829.24,251829.24,251829.31,-0.07,251829.31,0.0,0.0,0.0
1 0400.227.01.333.30 2024,,GARBIKETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0400.227.01.334.50 2024,,GARBIKETA,28000.0,28000.0,4843.83,23156.17,4843.83,973.28,973.28,973.28
1 0400.227.01.334.50 2023,,GARBIKETA,0.0,0.0,431.97,-431.97,431.97,0.0,0.0,0.0
1 0400.227.01.337.20 2024,,GARBIKETA,40998.67,40998.67,0.0,40998.67,0.0,0.0,0.0,0.0
1 0400.227.01.442.00 2024,,GARBIKETA. MARKESINAK,9827.14,9827.14,0.0,9827.14,0.0,0.0,0.0,0.0
1 0400.227.01.920.40 2024,,GARBIKETA,55235.14,55235.14,70191.8,-14956.66,70191.8,0.0,0.0,0.0
1 0400.227.01.920.40 2023,,GARBIKETA,0.0,0.0,3673.38,-3673.38,3673.38,0.0,0.0,0.0
1 0400.227.07.337.20 2024,,AZTERKETA ETA LAN TEKNIKOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0400.227.07.920.40 2024,,AZTERKETAK ETA LAN TEKNIKOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0400.227.99.133.20 2024,,KANPOKO BESTELAKO LANAK,98340.2,98340.2,66906.22,31433.98,66906.22,5258.23,2686.33,2571.9
1 0400.227.99.133.20 2023,,KANPOKO BESTELAKO LANAK,0.0,0.0,1443.57,-1443.57,1443.57,0.0,0.0,0.0
1 0400.227.99.153.40 2024,,KANPOKO BESTELAKO LANAK,15000.0,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0
1 0400.227.99.171.00 2024,,KANPOKO BESTELAKO LANAK,2129.15,2129.15,0.0,2129.15,0.0,0.0,0.0,0.0
1 0400.227.99.311.70 2024,,KANP.BEST.LANAK.ARRATOIG/NEURRI BEREZIAK,27380.0,27380.0,17366.8,10013.2,17366.8,0.0,0.0,0.0
1 0400.227.99.311.70 2023,,KANP.BEST.LANAK.ARRATOIG/NEURRI BEREZIAK,0.0,0.0,4345.0,-4345.0,4345.0,0.0,0.0,0.0
1 0400.230.01.153.40 2024,,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,101.24,-1.24,101.24,101.24,101.24,101.24
1 0400.230.01.164.00 2024,,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
1 0400.230.01.165.00 2024,,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
1 0400.230.01.171.00 2024,,PERSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
1 0400.230.01.323.00 2024,,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
1 0400.230.01.920.40 2024,,PERTSONAL.DIETAK/GARRAIOA/LEKUALDAKETA,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
1 0400.421.01.163.00 2024,,MANKOMUNITATE,2026912.9,2026912.9,2026912.6,0.3,2026912.6,506728.23,506728.23,337818.82
1 0400.422.01.454.00 2024,,DEBEMEN,41752.34,41752.34,0.0,41752.34,0.0,0.0,0.0,0.0
1 0400.601.11.171.00 2024,,ITURRIAK ETA LORATEGIAK HOBETZEA,50000.0,50000.0,0.0,50000.0,0.0,0.0,0.0,0.0
1 0400.601.11.171.00 2023,,ITURRIAK ETA LORATEGIAK HOBETZEA,0.0,0.0,49793.03,-49793.03,0.0,0.0,0.0,0.0
1 0400.601.14.342.12 2024,,LAN TXIKIAK,75000.0,75000.0,0.0,75000.0,0.0,0.0,0.0,0.0
1 0400.601.14.342.12 2023,,LAN TXIKIAK,0.0,0.0,82367.69,-82367.69,0.0,0.0,0.0,0.0
1 0400.601.14.920.40 2024,,LAN TXIKIAK,125000.0,125000.0,0.0,125000.0,0.0,0.0,0.0,0.0
1 0400.601.33.164.00 2024,,HILERRIAN HOBEKUNTZAREN LANAK,60000.0,60000.0,0.0,60000.0,0.0,0.0,0.0,0.0
1 0400.623.01.153.40 2024,,MAKINERIA,5000.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0
1 0400.623.01.153.40 2023,,MAKINERIA,0.0,0.0,1170.68,-1170.68,1170.68,0.0,0.0,0.0
1 0400.623.01.171.00 2024,,MAKINERIA,5000.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0
1 0400.623.01.334.50 2024,,MAKINARIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0400.623.02.165.00 2024,,ARGITERIA PUBLIKOKO INSTALAZIO BERRIAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0400.623.02.334.50 2024,,ERREBALGO INSTALAZIOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0400.623.03.153.40 2024,,BARNE GARRRAIORAKO ELEMENTUAK,95000.0,95000.0,0.0,95000.0,0.0,0.0,0.0,0.0
1 0400.625.02.323.00 2024,,ALTZARIAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0400.625.02.920.40 2024,,BULEGOKO EKIPOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0400.625.08.323.00 2024,,ELEKTRODOMESTIKOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0400.625.08.334.50 2024,,ETXETRESNA ELEKTRIKOA,2000.0,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0
1 0400.625.08.920.40 2024,,ELEKTRODOMESTIKOAK,1500.0,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0
1 0400.629.01.165.00 2024,,ARGIT.PUBL.ENERG.AURREZT.NEURR.,100000.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
1 0400.629.01.920.40 2024,,BESTELAKO INBERT.ARGITER.ENERG. ASURREZ.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0400.629.03.153.30 2024,,HIRI-ALTZARITZA,230000.0,230000.0,0.0,230000.0,0.0,0.0,0.0,0.0
1 0400.629.03.153.30 2023,,HIRI-ALTZARITZA,0.0,0.0,15081.39,-15081.39,15081.39,0.0,0.0,0.0
1 0400.643.01.134.00 2024,,"IKERKETA,AZERKETA EA PROIEKTUAK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0400.643.01.153.30 2024,,"IKERKETA,AZTERLANAK ETA PROIEKTUAK",20000.0,20000.0,0.0,20000.0,0.0,0.0,0.0,0.0
1 0400.643.01.920.40 2024,,"IKERKETA,AZTERLANAK ETA PROIEKTUAK",32835.0,32835.0,0.0,32835.0,0.0,0.0,0.0,0.0
1 0400.721.01.163.00 2024,,MANKOMUNITATEA,25980.37,25980.37,0.0,25980.37,0.0,0.0,0.0,0.0
1 0500.120.01.230.10 2024,,OINARRIZKO ORDAINKETAK,232698.6,232698.6,37571.07,195127.53,37571.07,37571.07,37571.07,37571.07
1 0500.120.01.231.10 2024,,OINARRIZKO ORDAINKETAK,0.0,0.0,2476.74,-2476.74,2476.74,2476.74,2476.74,2476.74
1 0500.120.01.231.50 2024,,OINARRIZKO ORDAINKETAK,72877.43,72877.43,12491.53,60385.9,12491.53,12491.53,12491.53,12491.53
1 0500.120.01.231.70 2024,,OINARRIZKO ORDAINKETAK,13853.72,13853.72,2288.45,11565.27,2288.45,2288.45,2288.45,2288.45
1 0500.120.01.231.80 2024,,OINARRIZKO ORDAINKETAK,19305.69,19305.69,3668.26,15637.43,3668.26,3668.26,3668.26,3668.26
1 0500.121.99.230.10 2024,,BESTE OSAGARRI BATZUK,275284.01,275284.01,63378.69,211905.32,63378.69,63378.69,63378.69,63378.69
1 0500.121.99.231.10 2024,,BESTE OSAGARRI BATZUK,0.0,0.0,4703.29,-4703.29,4703.29,4703.29,4703.29,4703.29
1 0500.121.99.231.50 2024,,BESTE OSAGARRI BATZUK,76683.56,76683.56,18672.36,58011.2,18672.36,18672.36,18672.36,18672.36
1 0500.121.99.231.70 2024,,BESTE OSAGARRI BATZUK,19229.94,19229.94,4065.41,15164.53,4065.41,4065.41,4065.41,4065.41
1 0500.121.99.231.80 2024,,BESTE OSAGARRI BATZUK,22730.09,22730.09,5267.96,17462.13,5267.96,5267.96,5267.96,5267.96
1 0500.130.03.231.10 2024,,ORDAINKETAK PERTSONAL LABORAL FINKOARI,107029.52,107029.52,22233.0,84796.52,22233.0,22233.0,22233.0,22233.0
1 0500.130.03.231.50 2024,,LABORAL FIJOA,29784.85,29784.85,0.0,29784.85,0.0,0.0,0.0,0.0
1 0500.131.01.230.10 2024,,LABORAL EBENTUALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0500.131.01.231.10 2024,,LABORAL EBENTUALA,33372.5,33372.5,0.0,33372.5,0.0,0.0,0.0,0.0
1 0500.131.01.231.50 2024,,LABORAL EBENTUALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0500.160.01.230.10 2024,,GIZARTE SEGURANTZA,136347.45,136347.45,24706.07,111641.38,24706.07,24706.07,24706.07,24706.07
1 0500.160.01.231.10 2024,,GIZARTE SEGURANTZA,28931.33,28931.33,8129.91,20801.42,8129.91,8129.91,8129.91,8129.91
1 0500.160.01.231.50 2024,,GIZARTE SEGURANTZA,54537.25,54537.25,10750.87,43786.38,10750.87,10750.87,10750.87,10750.87
1 0500.160.01.231.70 2024,,GIZARTE SEGURANTZA,6719.06,6719.06,1722.78,4996.28,1722.78,1722.78,1722.78,1722.78
1 0500.160.01.231.80 2024,,GIZARTE SEGURANTZA,14563.69,14563.69,2785.63,11778.06,2785.63,2785.63,2785.63,2785.63
1 0500.160.04.230.10 2024,,ELKARKIDETZAREN KUOTAK,8843.25,8843.25,2225.13,6618.12,2225.13,2225.13,2225.13,2225.13
1 0500.160.04.231.10 2024,,ELKARKIDETZAREN KUOTAK,3773.78,3773.78,804.75,2969.03,804.75,804.75,804.75,804.75
1 0500.160.04.231.50 2024,,ELKARKIDETZAREN KUOTAK,2655.87,2655.87,339.33,2316.54,339.33,339.33,339.33,339.33
1 0500.160.04.231.70 2024,,ELKARKIDETZAREN KUOTAK,795.65,795.65,169.65,626.0,169.65,169.65,169.65,169.65
1 0500.160.04.231.80 2024,,ELKARKIDETZA KUOTAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0500.201.01.231.40 2024,,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,15000.0,15000.0,16822.0,-1822.0,16822.0,4002.33,4002.33,4002.33
1 0500.201.01.337.10 2024,,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,3800.0,3800.0,21058.16,-17258.16,21058.16,3433.81,3433.81,3433.81
1 0500.211.01.231.40 2024,,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,5000.0,5000.0,254.1,4745.9,254.1,0.0,0.0,0.0
1 0500.211.01.337.10 2024,,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,45000.0,45000.0,10203.49,34796.51,10203.49,0.0,0.0,0.0
1 0500.211.01.337.10 2023,,ERAIKINAK ETA BESTELAKO ERAIKUNTZAK,0.0,0.0,2147.16,-2147.16,2147.16,0.0,22.55,0.0
1 0500.221.01.231.40 2024,,ENERGIA ELEKTRIKOA,5000.0,5000.0,832.39,4167.61,832.39,832.39,2096.92,832.39
1 0500.221.01.337.10 2024,,ENERGIA ELEKTRIKOA,30000.0,30000.0,3206.18,26793.82,3206.18,3206.18,6455.18,3206.18
1 0500.221.04.231.40 2024,,ERREGAI ETA KARBURANTEAK,500.0,500.0,6.29,493.71,6.29,6.29,6.29,6.29
1 0500.221.04.337.10 2024,,ERREGAI ETA KARBURANTEAK,20000.0,20000.0,2404.48,17595.52,2404.48,2404.48,579.02,579.02
1 0500.221.05.231.10 2024,,ARROPAK,500.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0
1 0500.221.90.231.50 2024,,BESTE HAINBAT GASTU.ANDREETXE BERRIA,25000.0,25000.0,9115.65,15884.35,9115.65,825.49,775.49,775.49
1 0500.221.90.231.50 2023,,BESTE HAINBAT GASTU.ANDREETXE BERRIA,0.0,0.0,907.48,-907.48,907.48,0.0,907.48,907.48
1 0500.221.99.231.40 2024,,BESTELAKO HORNIDURAK,5000.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0
1 0500.221.99.231.50 2024,,BESTELAKO HORNIDURAK,3000.0,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0
1 0500.226.02.230.20 2024,,HONDAMENDI NATURALETARAKO DIRU-EMAITZAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0500.226.04.230.10 2024,,JURIDIKOAK,500.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0
1 0500.226.04.337.10 2024,,JURIDIKOAK,1500.0,1500.0,1300.0,200.0,1300.0,124.87,124.87,124.87
1 0500.226.54.230.10 2024,,"COVID-19 EZOHIKO FUNTSA, NEGUKO GAILU",200000.0,200000.0,130425.02,69574.98,130425.02,74188.61,40716.23,40716.23
1 0500.226.54.230.10 2023,,"COVID-19 EZOHIKO FUNTSA, NEGUKO GAILU",0.0,0.0,55596.19,-55596.19,55596.19,0.0,35780.72,35780.72
1 0500.226.56.230.10 2024,,BESTE GASTUAK.MASKARILLAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0500.226.58.230.10 2024,,BESTE HAINBAT GASTU. IRAGATZAZKOAK,5060.0,5060.0,1500.0,3560.0,1500.0,0.0,0.0,0.0
1 0500.226.64.231.60 2024,,ESKU-HARTZ.OROK.GIZART.ZAILT.KOLEKT.,125757.6,125757.6,49872.75,75884.85,49872.75,5476.53,5476.53,5476.53
1 0500.226.64.231.60 2023,,ESKU-HARTZ.OROK.GIZART.ZAILT.KOLEKT.,0.0,0.0,29439.02,-29439.02,29439.02,0.0,3893.55,3893.55
1 0500.226.69.230.10 2024,,USTEGABEKO GASTUAK,10000.0,10000.0,78.0,9922.0,78.0,78.0,78.0,78.0
1 0500.226.90.337.10 2024,,PERTSONA NAGUSIEEI JARRAPEINA ETA LAGUNT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0500.226.96.337.10 2024,,B.GASTUAK.ADINEKO PERTS.DIAG.ETA ESKU,80000.0,80000.0,13000.0,67000.0,13000.0,5704.0,2760.0,2760.0
1 0500.226.99.230.11 2024,,BESTE HAINBAT GASTU,5000.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0
1 0500.226.99.230.20 2024,,BESTE HAINBAT GASTU,3000.0,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0
1 0500.226.99.231.50 2024,,BESTE HAINBAT GASTU,135966.07,135966.07,50567.85,85398.22,50567.85,2298.76,2298.76,1726.08
1 0500.226.99.231.50 2023,,BESTE HAINBAT GASTU,0.0,0.0,25004.46,-25004.46,25004.46,0.0,11415.18,11415.18
1 0500.226.99.231.60 2024,,BESTE HAINBAT GASTU,20000.0,20000.0,0.0,20000.0,0.0,0.0,0.0,0.0
1 0500.226.99.231.70 2024,,BESTE HAINBAT GASTU,35000.0,35000.0,17420.0,17580.0,17420.0,0.0,0.0,0.0
1 0500.226.99.231.80 2024,,BESTE HAINBAT GASTU,70100.0,70100.0,42294.16,27805.84,42294.16,2955.0,2955.0,1680.0
1 0500.226.99.231.80 2023,,BESTE HAINBAT GASTU,0.0,0.0,10551.2,-10551.2,10551.2,0.0,10551.2,10551.2
1 0500.226.99.337.10 2024,,BESTE HAINBAT GASTU LAGUNTZA PRODUKTOA,5000.0,5000.0,3000.0,2000.0,3000.0,0.0,0.0,0.0
1 0500.227.01.231.40 2024,,GARBIKETA,5000.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0
1 0500.227.01.231.90 2024,,GARBIKETA,1478.64,1478.64,1635.96,-157.32,1635.96,0.0,0.0,0.0
1 0500.227.04.231.60 2024,,KONTR.SOZIOKULTUR.INGURUG.ZABALA/IREKIA,370000.0,370000.0,307502.09,62497.91,307502.09,33606.0,0.0,0.0
1 0500.227.07.230.10 2024,,AZTERKETA ETA LAN TEKNIKOAK,25000.0,25000.0,0.0,25000.0,0.0,0.0,0.0,0.0
1 0500.227.07.231.40 2024,,"IKERKETA,AZERKETA EA PROIEKTUAK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0500.227.07.231.50 2024,,AZTERKETA ETA LAN TEKNIKOAK,10000.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0
1 0500.227.07.231.70 2024,,AZTERKETA ETA LAN TEKNIKOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0500.227.90.231.10 2024,,KANPOKO LANAK,1353273.6,1353273.6,1181774.0,171499.6,1181774.0,84236.17,84236.17,0.0
1 0500.227.90.231.10 2023,,KANPOKO LANAK,0.0,0.0,285216.19,-285216.19,285216.19,0.0,71369.13,71369.13
1 0500.227.90.231.50 2024,,KANPOKO LANAK,6000.0,6000.0,445.0,5555.0,445.0,363.0,363.0,363.0
1 0500.227.90.231.50 2023,,KANPOKO LANAK,0.0,0.0,2038.5,-2038.5,2038.5,0.0,858.0,858.0
1 0500.227.99.230.10 2024,,KANPOKO BESTELAKO LANAK,515.0,515.0,0.0,515.0,0.0,0.0,0.0,0.0
1 0500.227.99.230.11 2024,,KANPOKO BESTELAKO LANAK,15000.0,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0
